Project,Package,Class,Method,Smell,Description,Method start line no,File
commons-lang,org.apache.commons.lang3,BooleanUtils,toBooleanObject,Complex Conditional,The conditional expression (ch0 == 't' || ch0 == 'T') && (ch1 == 'r' || ch1 == 'R') && (ch2 == 'u' || ch2 == 'U')&& (ch3 == 'e' || ch3 == 'E') is complex.,701,/data/henrique/multiagent_refactoring/data/repositories/commons-lang/src/main/java/org/apache/commons/lang3/BooleanUtils.java
commons-lang,org.apache.commons.lang3,BooleanUtils,toBooleanObject,Complex Conditional,The conditional expression (ch0 == 'f' || ch0 == 'F') && (ch1 == 'a' || ch1 == 'A') && (ch2 == 'l' || ch2 == 'L')&& (ch3 == 's' || ch3 == 'S')&& (ch4 == 'e' || ch4 == 'E') is complex.,701,/data/henrique/multiagent_refactoring/data/repositories/commons-lang/src/main/java/org/apache/commons/lang3/BooleanUtils.java
commons-lang,org.apache.commons.lang3,BooleanUtils,toBooleanObject,Complex Method,Cyclomatic complexity of the method is 16,701,/data/henrique/multiagent_refactoring/data/repositories/commons-lang/src/main/java/org/apache/commons/lang3/BooleanUtils.java
commons-lang,org.apache.commons.lang3,BooleanUtils,toBooleanObject,Long Statement,The length of the statement "if ((ch0 == 't' || ch0 == 'T') && (ch1 == 'r' || ch1 == 'R') && (ch2 == 'u' || ch2 == 'U')&& (ch3 == 'e' || ch3 == 'E')) {" is 122.,701,/data/henrique/multiagent_refactoring/data/repositories/commons-lang/src/main/java/org/apache/commons/lang3/BooleanUtils.java
commons-lang,org.apache.commons.lang3,BooleanUtils,toBooleanObject,Long Statement,The length of the statement "if ((ch0 == 'f' || ch0 == 'F') && (ch1 == 'a' || ch1 == 'A') && (ch2 == 'l' || ch2 == 'L')&& (ch3 == 's' || ch3 == 'S')&& (ch4 == 'e' || ch4 == 'E')) {" is 151.,701,/data/henrique/multiagent_refactoring/data/repositories/commons-lang/src/main/java/org/apache/commons/lang3/BooleanUtils.java
commons-lang,org.apache.commons.lang3,BooleanUtils,toBooleanObject,Magic Number,The method contains a magic number: 2,701,/data/henrique/multiagent_refactoring/data/repositories/commons-lang/src/main/java/org/apache/commons/lang3/BooleanUtils.java
commons-lang,org.apache.commons.lang3,BooleanUtils,toBooleanObject,Magic Number,The method contains a magic number: 3,701,/data/henrique/multiagent_refactoring/data/repositories/commons-lang/src/main/java/org/apache/commons/lang3/BooleanUtils.java
commons-lang,org.apache.commons.lang3,BooleanUtils,toBooleanObject,Magic Number,The method contains a magic number: 2,701,/data/henrique/multiagent_refactoring/data/repositories/commons-lang/src/main/java/org/apache/commons/lang3/BooleanUtils.java
commons-lang,org.apache.commons.lang3,BooleanUtils,toBooleanObject,Magic Number,The method contains a magic number: 4,701,/data/henrique/multiagent_refactoring/data/repositories/commons-lang/src/main/java/org/apache/commons/lang3/BooleanUtils.java
commons-lang,org.apache.commons.lang3,BooleanUtils,toBooleanObject,Magic Number,The method contains a magic number: 2,701,/data/henrique/multiagent_refactoring/data/repositories/commons-lang/src/main/java/org/apache/commons/lang3/BooleanUtils.java
commons-lang,org.apache.commons.lang3,BooleanUtils,toBooleanObject,Magic Number,The method contains a magic number: 3,701,/data/henrique/multiagent_refactoring/data/repositories/commons-lang/src/main/java/org/apache/commons/lang3/BooleanUtils.java
commons-lang,org.apache.commons.lang3,BooleanUtils,toBooleanObject,Magic Number,The method contains a magic number: 5,701,/data/henrique/multiagent_refactoring/data/repositories/commons-lang/src/main/java/org/apache/commons/lang3/BooleanUtils.java
commons-lang,org.apache.commons.lang3,BooleanUtils,toBooleanObject,Magic Number,The method contains a magic number: 2,701,/data/henrique/multiagent_refactoring/data/repositories/commons-lang/src/main/java/org/apache/commons/lang3/BooleanUtils.java
commons-lang,org.apache.commons.lang3,BooleanUtils,toBooleanObject,Magic Number,The method contains a magic number: 3,701,/data/henrique/multiagent_refactoring/data/repositories/commons-lang/src/main/java/org/apache/commons/lang3/BooleanUtils.java
commons-lang,org.apache.commons.lang3,BooleanUtils,toBooleanObject,Magic Number,The method contains a magic number: 4,701,/data/henrique/multiagent_refactoring/data/repositories/commons-lang/src/main/java/org/apache/commons/lang3/BooleanUtils.java
commons-lang,org.apache.commons.lang3,BooleanUtils,toBooleanObject,Complex Method,Cyclomatic complexity of the method is 8,830,/data/henrique/multiagent_refactoring/data/repositories/commons-lang/src/main/java/org/apache/commons/lang3/BooleanUtils.java
commons-lang,org.apache.commons.lang3,JavaVersion,get,Complex Method,Cyclomatic complexity of the method is 33,220,/data/henrique/multiagent_refactoring/data/repositories/commons-lang/src/main/java/org/apache/commons/lang3/JavaVersion.java
commons-lang,org.apache.commons.lang3,JavaVersion,get,Magic Number,The method contains a magic number: .9f,220,/data/henrique/multiagent_refactoring/data/repositories/commons-lang/src/main/java/org/apache/commons/lang3/JavaVersion.java
commons-lang,org.apache.commons.lang3,JavaVersion,get,Magic Number,The method contains a magic number: 10,220,/data/henrique/multiagent_refactoring/data/repositories/commons-lang/src/main/java/org/apache/commons/lang3/JavaVersion.java
commons-lang,org.apache.commons.lang3,JavaVersion,maxVersion,Magic Number,The method contains a magic number: 99f,312,/data/henrique/multiagent_refactoring/data/repositories/commons-lang/src/main/java/org/apache/commons/lang3/JavaVersion.java
commons-lang,org.apache.commons.lang3,JavaVersion,toFloatVersion,Magic Number,The method contains a magic number: 2,326,/data/henrique/multiagent_refactoring/data/repositories/commons-lang/src/main/java/org/apache/commons/lang3/JavaVersion.java
commons-lang,org.apache.commons.lang3,CharSet,add,Complex Conditional,The conditional expression remainder >= 4 && str.charAt(pos) == '^' && str.charAt(pos + 2) == '-' is complex.,188,/data/henrique/multiagent_refactoring/data/repositories/commons-lang/src/main/java/org/apache/commons/lang3/CharSet.java
commons-lang,org.apache.commons.lang3,CharSet,add,Magic Number,The method contains a magic number: 4,188,/data/henrique/multiagent_refactoring/data/repositories/commons-lang/src/main/java/org/apache/commons/lang3/CharSet.java
commons-lang,org.apache.commons.lang3,CharSet,add,Magic Number,The method contains a magic number: 2,188,/data/henrique/multiagent_refactoring/data/repositories/commons-lang/src/main/java/org/apache/commons/lang3/CharSet.java
commons-lang,org.apache.commons.lang3,CharSet,add,Magic Number,The method contains a magic number: 3,188,/data/henrique/multiagent_refactoring/data/repositories/commons-lang/src/main/java/org/apache/commons/lang3/CharSet.java
commons-lang,org.apache.commons.lang3,CharSet,add,Magic Number,The method contains a magic number: 4,188,/data/henrique/multiagent_refactoring/data/repositories/commons-lang/src/main/java/org/apache/commons/lang3/CharSet.java
commons-lang,org.apache.commons.lang3,CharSet,add,Magic Number,The method contains a magic number: 3,188,/data/henrique/multiagent_refactoring/data/repositories/commons-lang/src/main/java/org/apache/commons/lang3/CharSet.java
commons-lang,org.apache.commons.lang3,CharSet,add,Magic Number,The method contains a magic number: 2,188,/data/henrique/multiagent_refactoring/data/repositories/commons-lang/src/main/java/org/apache/commons/lang3/CharSet.java
commons-lang,org.apache.commons.lang3,CharSet,add,Magic Number,The method contains a magic number: 3,188,/data/henrique/multiagent_refactoring/data/repositories/commons-lang/src/main/java/org/apache/commons/lang3/CharSet.java
commons-lang,org.apache.commons.lang3,CharSet,add,Magic Number,The method contains a magic number: 2,188,/data/henrique/multiagent_refactoring/data/repositories/commons-lang/src/main/java/org/apache/commons/lang3/CharSet.java
commons-lang,org.apache.commons.lang3,CharSet,add,Magic Number,The method contains a magic number: 2,188,/data/henrique/multiagent_refactoring/data/repositories/commons-lang/src/main/java/org/apache/commons/lang3/CharSet.java
commons-lang,org.apache.commons.lang3,CharSet,hashCode,Magic Number,The method contains a magic number: 89,280,/data/henrique/multiagent_refactoring/data/repositories/commons-lang/src/main/java/org/apache/commons/lang3/CharSet.java
commons-lang,org.apache.commons.lang3,LocaleUtils,countriesByLanguage,Long Statement,The length of the statement "return cCountriesByLanguage.computeIfAbsent(languageCode`lc -> Collections.unmodifiableList(availableLocaleList(locale -> languageCode.equals(locale.getLanguage()) && !hasCountry(locale) && hasVariant(locale))));" is 212.,125,/data/henrique/multiagent_refactoring/data/repositories/commons-lang/src/main/java/org/apache/commons/lang3/LocaleUtils.java
commons-lang,org.apache.commons.lang3,LocaleUtils,isAlpha2Len,Magic Number,The method contains a magic number: 2,163,/data/henrique/multiagent_refactoring/data/repositories/commons-lang/src/main/java/org/apache/commons/lang3/LocaleUtils.java
commons-lang,org.apache.commons.lang3,LocaleUtils,isAlpha3Len,Magic Number,The method contains a magic number: 3,173,/data/henrique/multiagent_refactoring/data/repositories/commons-lang/src/main/java/org/apache/commons/lang3/LocaleUtils.java
commons-lang,org.apache.commons.lang3,LocaleUtils,languagesByCountry,Long Statement,The length of the statement "return cLanguagesByCountry.computeIfAbsent(countryCode`k -> Collections.unmodifiableList(availableLocaleList(locale -> countryCode.equals(locale.getCountry()) && hasVariant(locale))));" is 184.,239,/data/henrique/multiagent_refactoring/data/repositories/commons-lang/src/main/java/org/apache/commons/lang3/LocaleUtils.java
commons-lang,org.apache.commons.lang3,LocaleUtils,localeLookupList,Magic Number,The method contains a magic number: 4,272,/data/henrique/multiagent_refactoring/data/repositories/commons-lang/src/main/java/org/apache/commons/lang3/LocaleUtils.java
commons-lang,org.apache.commons.lang3,LocaleUtils,parseLocale,Complex Conditional,The conditional expression isISO639LanguageCode(language) && (isISO3166CountryCode(country) || isNumericAreaCode(country)) is complex.,319,/data/henrique/multiagent_refactoring/data/repositories/commons-lang/src/main/java/org/apache/commons/lang3/LocaleUtils.java
commons-lang,org.apache.commons.lang3,LocaleUtils,parseLocale,Complex Conditional,The conditional expression isISO639LanguageCode(language) && (country.isEmpty() || isISO3166CountryCode(country) || isNumericAreaCode(country)) && !variant.isEmpty() is complex.,319,/data/henrique/multiagent_refactoring/data/repositories/commons-lang/src/main/java/org/apache/commons/lang3/LocaleUtils.java
commons-lang,org.apache.commons.lang3,LocaleUtils,parseLocale,Complex Method,Cyclomatic complexity of the method is 9,319,/data/henrique/multiagent_refactoring/data/repositories/commons-lang/src/main/java/org/apache/commons/lang3/LocaleUtils.java
commons-lang,org.apache.commons.lang3,LocaleUtils,parseLocale,Long Statement,The length of the statement "if (isISO639LanguageCode(language) && (country.isEmpty() || isISO3166CountryCode(country) || isNumericAreaCode(country)) && !variant.isEmpty()) {" is 145.,319,/data/henrique/multiagent_refactoring/data/repositories/commons-lang/src/main/java/org/apache/commons/lang3/LocaleUtils.java
commons-lang,org.apache.commons.lang3,LocaleUtils,parseLocale,Magic Number,The method contains a magic number: 3,319,/data/henrique/multiagent_refactoring/data/repositories/commons-lang/src/main/java/org/apache/commons/lang3/LocaleUtils.java
commons-lang,org.apache.commons.lang3,LocaleUtils,parseLocale,Magic Number,The method contains a magic number: 3,319,/data/henrique/multiagent_refactoring/data/repositories/commons-lang/src/main/java/org/apache/commons/lang3/LocaleUtils.java
commons-lang,org.apache.commons.lang3,LocaleUtils,parseLocale,Magic Number,The method contains a magic number: 2,319,/data/henrique/multiagent_refactoring/data/repositories/commons-lang/src/main/java/org/apache/commons/lang3/LocaleUtils.java
commons-lang,org.apache.commons.lang3,LocaleUtils,parseLocale,Magic Number,The method contains a magic number: 2,319,/data/henrique/multiagent_refactoring/data/repositories/commons-lang/src/main/java/org/apache/commons/lang3/LocaleUtils.java
commons-lang,org.apache.commons.lang3,LocaleUtils,toLocale,Complex Method,Cyclomatic complexity of the method is 10,376,/data/henrique/multiagent_refactoring/data/repositories/commons-lang/src/main/java/org/apache/commons/lang3/LocaleUtils.java
commons-lang,org.apache.commons.lang3,LocaleUtils,toLocale,Magic Number,The method contains a magic number: 2,376,/data/henrique/multiagent_refactoring/data/repositories/commons-lang/src/main/java/org/apache/commons/lang3/LocaleUtils.java
commons-lang,org.apache.commons.lang3,LocaleUtils,toLocale,Magic Number,The method contains a magic number: 3,376,/data/henrique/multiagent_refactoring/data/repositories/commons-lang/src/main/java/org/apache/commons/lang3/LocaleUtils.java
commons-lang,org.apache.commons.lang3,LocaleUtils,toLocale,Magic Number,The method contains a magic number: 2,376,/data/henrique/multiagent_refactoring/data/repositories/commons-lang/src/main/java/org/apache/commons/lang3/LocaleUtils.java
commons-lang,org.apache.commons.lang3,LocaleUtils,toLocale,Magic Number,The method contains a magic number: 3,376,/data/henrique/multiagent_refactoring/data/repositories/commons-lang/src/main/java/org/apache/commons/lang3/LocaleUtils.java
commons-lang,org.apache.commons.lang3,LocaleUtils,toLocale,Magic Number,The method contains a magic number: 3,376,/data/henrique/multiagent_refactoring/data/repositories/commons-lang/src/main/java/org/apache/commons/lang3/LocaleUtils.java
commons-lang,org.apache.commons.lang3,LocaleUtils,toLocale,Magic Number,The method contains a magic number: 5,376,/data/henrique/multiagent_refactoring/data/repositories/commons-lang/src/main/java/org/apache/commons/lang3/LocaleUtils.java
commons-lang,org.apache.commons.lang3,LocaleUtils,toLocale,Magic Number,The method contains a magic number: 3,376,/data/henrique/multiagent_refactoring/data/repositories/commons-lang/src/main/java/org/apache/commons/lang3/LocaleUtils.java
commons-lang,org.apache.commons.lang3,LocaleUtils,toLocale,Magic Number,The method contains a magic number: 3,376,/data/henrique/multiagent_refactoring/data/repositories/commons-lang/src/main/java/org/apache/commons/lang3/LocaleUtils.java
commons-lang,org.apache.commons.lang3,LocaleUtils,toLocale,Magic Number,The method contains a magic number: 4,376,/data/henrique/multiagent_refactoring/data/repositories/commons-lang/src/main/java/org/apache/commons/lang3/LocaleUtils.java
commons-lang,org.apache.commons.lang3,SystemProperties,getAppleAwtEnableTemplateImages,Long Identifier,The length of the field APPLE_AWT_ENABLE_TEMPLATE_IMAGES is 32.,1572,/data/henrique/multiagent_refactoring/data/repositories/commons-lang/src/main/java/org/apache/commons/lang3/SystemProperties.java
commons-lang,org.apache.commons.lang3,SystemProperties,getComSunJndiLdapObjectTrustSerialData,Long Identifier,The length of the field COM_SUN_JNDI_LDAP_OBJECT_TRUST_SERIAL_DATA is 42.,1641,/data/henrique/multiagent_refactoring/data/repositories/commons-lang/src/main/java/org/apache/commons/lang3/SystemProperties.java
commons-lang,org.apache.commons.lang3,SystemProperties,getComSunNetHttpServerHttpServerProvider,Long Identifier,The length of the field COM_SUN_NET_HTTP_SERVER_HTTP_SERVER_PROVIDER is 44.,1654,/data/henrique/multiagent_refactoring/data/repositories/commons-lang/src/main/java/org/apache/commons/lang3/SystemProperties.java
commons-lang,org.apache.commons.lang3,SystemProperties,getHttpAuthDigestCnonceRepeat,Long Identifier,The length of the field HTTP_AUTH_DIGEST_CNONCE_REPEAT is 30.,1746,/data/henrique/multiagent_refactoring/data/repositories/commons-lang/src/main/java/org/apache/commons/lang3/SystemProperties.java
commons-lang,org.apache.commons.lang3,SystemProperties,getHttpAuthDigestReenabledAlgorithms,Long Identifier,The length of the field HTTP_AUTH_DIGEST_RE_ENABLED_ALGORITHMS is 38.,1759,/data/henrique/multiagent_refactoring/data/repositories/commons-lang/src/main/java/org/apache/commons/lang3/SystemProperties.java
commons-lang,org.apache.commons.lang3,SystemProperties,getHttpAuthDigestValidateProxy,Long Identifier,The length of the field HTTP_AUTH_DIGEST_VALIDATE_PROXY is 31.,1772,/data/henrique/multiagent_refactoring/data/repositories/commons-lang/src/main/java/org/apache/commons/lang3/SystemProperties.java
commons-lang,org.apache.commons.lang3,SystemProperties,getHttpAuthDigestValidateServer,Long Identifier,The length of the field HTTP_AUTH_DIGEST_VALIDATE_SERVER is 32.,1785,/data/henrique/multiagent_refactoring/data/repositories/commons-lang/src/main/java/org/apache/commons/lang3/SystemProperties.java
commons-lang,org.apache.commons.lang3,SystemProperties,getJavaNetPreferIpv6Addresses,Long Identifier,The length of the field JAVA_NET_PREFER_IPV6_ADDRESSES is 30.,2207,/data/henrique/multiagent_refactoring/data/repositories/commons-lang/src/main/java/org/apache/commons/lang3/SystemProperties.java
commons-lang,org.apache.commons.lang3,SystemProperties,getJavaNioChannelsDefaultThreadPoolInitialSize,Long Identifier,The length of the field JAVA_NIO_CHANNELS_DEFAULT_THREAD_POOL_INITIAL_SIZE is 50.,2259,/data/henrique/multiagent_refactoring/data/repositories/commons-lang/src/main/java/org/apache/commons/lang3/SystemProperties.java
commons-lang,org.apache.commons.lang3,SystemProperties,getJavaNioChannelsDefaultThreadPoolThreadFactory,Long Identifier,The length of the field JAVA_NIO_CHANNELS_DEFAULT_THREAD_POOL_THREAD_FACTORY is 52.,2272,/data/henrique/multiagent_refactoring/data/repositories/commons-lang/src/main/java/org/apache/commons/lang3/SystemProperties.java
commons-lang,org.apache.commons.lang3,SystemProperties,getJavaNioChannelsSpiAsynchronousChannelProvider,Long Identifier,The length of the field JAVA_NIO_CHANNELS_SPI_ASYNCHRONOUS_CHANNEL_PROVIDER is 51.,2285,/data/henrique/multiagent_refactoring/data/repositories/commons-lang/src/main/java/org/apache/commons/lang3/SystemProperties.java
commons-lang,org.apache.commons.lang3,SystemProperties,getJavaNioChannelsSpiSelectorProvider,Long Identifier,The length of the field JAVA_NIO_CHANNELS_SPI_SELECTOR_PROVIDER is 39.,2298,/data/henrique/multiagent_refactoring/data/repositories/commons-lang/src/main/java/org/apache/commons/lang3/SystemProperties.java
commons-lang,org.apache.commons.lang3,SystemProperties,getJavaNioFileSpiDefaultFileSystemProvider,Long Identifier,The length of the field JAVA_NIO_FILE_SPI_DEFAULT_FILE_SYSTEM_PROVIDER is 46.,2311,/data/henrique/multiagent_refactoring/data/repositories/commons-lang/src/main/java/org/apache/commons/lang3/SystemProperties.java
commons-lang,org.apache.commons.lang3,SystemProperties,getJavaRmiServerRmiClassLoaderSpi,Long Identifier,The length of the field JAVA_RMI_SERVER_RMI_CLASS_LOADER_SPI is 36.,2389,/data/henrique/multiagent_refactoring/data/repositories/commons-lang/src/main/java/org/apache/commons/lang3/SystemProperties.java
commons-lang,org.apache.commons.lang3,SystemProperties,getJavaSecurityAuthLoginConfig,Long Identifier,The length of the field JAVA_SECURITY_AUTH_LOGIN_CONFIG is 31.,2426,/data/henrique/multiagent_refactoring/data/repositories/commons-lang/src/main/java/org/apache/commons/lang3/SystemProperties.java
commons-lang,org.apache.commons.lang3,SystemProperties,getJavaSpecificationMaintenanceVersion,Long Identifier,The length of the field JAVA_SPECIFICATION_MAINTENANCE_VERSION is 38.,2452,/data/henrique/multiagent_refactoring/data/repositories/commons-lang/src/main/java/org/apache/commons/lang3/SystemProperties.java
commons-lang,org.apache.commons.lang3,SystemProperties,getJavaTimeZoneDefaultZoneRulesProvider,Long Identifier,The length of the field JAVA_TIME_ZONE_DEFAULT_ZONE_RULES_PROVIDER is 42.,2528,/data/henrique/multiagent_refactoring/data/repositories/commons-lang/src/main/java/org/apache/commons/lang3/SystemProperties.java
commons-lang,org.apache.commons.lang3,SystemProperties,getJavaUtilConcurrentForkJoinPoolCommonExceptionHandler,Long Identifier,The length of the field JAVA_UTIL_CONCURRENT_FORK_JOIN_POOL_COMMON_EXCEPTION_HANDLER is 60.,2541,/data/henrique/multiagent_refactoring/data/repositories/commons-lang/src/main/java/org/apache/commons/lang3/SystemProperties.java
commons-lang,org.apache.commons.lang3,SystemProperties,getJavaUtilConcurrentForkJoinPoolCommonMaximumSpares,Long Identifier,The length of the field JAVA_UTIL_CONCURRENT_FORK_JOIN_POOL_COMMON_MAXIMUM_SPARES is 57.,2554,/data/henrique/multiagent_refactoring/data/repositories/commons-lang/src/main/java/org/apache/commons/lang3/SystemProperties.java
commons-lang,org.apache.commons.lang3,SystemProperties,getJavaUtilConcurrentForkJoinPoolCommonParallelism,Long Identifier,The length of the field JAVA_UTIL_CONCURRENT_FORK_JOIN_POOL_COMMON_PARALLELISM is 54.,2567,/data/henrique/multiagent_refactoring/data/repositories/commons-lang/src/main/java/org/apache/commons/lang3/SystemProperties.java
commons-lang,org.apache.commons.lang3,SystemProperties,getJavaUtilConcurrentForkJoinPoolCommonThreadFactory,Long Identifier,The length of the field JAVA_UTIL_CONCURRENT_FORK_JOIN_POOL_COMMON_THREAD_FACTORY is 57.,2580,/data/henrique/multiagent_refactoring/data/repositories/commons-lang/src/main/java/org/apache/commons/lang3/SystemProperties.java
commons-lang,org.apache.commons.lang3,SystemProperties,getJavaUtilLoggingConfigClass,Long Identifier,The length of the field JAVA_UTIL_LOGGING_CONFIG_CLASS is 30.,2606,/data/henrique/multiagent_refactoring/data/repositories/commons-lang/src/main/java/org/apache/commons/lang3/SystemProperties.java
commons-lang,org.apache.commons.lang3,SystemProperties,getJavaUtilLoggingSimpleFormatterFormat,Long Identifier,The length of the field JAVA_UTIL_LOGGING_SIMPLE_FORMATTER_FORMAT is 41.,2632,/data/henrique/multiagent_refactoring/data/repositories/commons-lang/src/main/java/org/apache/commons/lang3/SystemProperties.java
commons-lang,org.apache.commons.lang3,SystemProperties,getJavaUtilPrefsPreferencesFactory,Long Identifier,The length of the field JAVA_UTIL_PREFS_PREFERENCES_FACTORY is 35.,2645,/data/henrique/multiagent_refactoring/data/repositories/commons-lang/src/main/java/org/apache/commons/lang3/SystemProperties.java
commons-lang,org.apache.commons.lang3,SystemProperties,getJavaUtilPropertyResourceBundleEncoding,Long Identifier,The length of the field JAVA_UTIL_PROPERTY_RESOURCE_BUNDLE_ENCODING is 43.,2657,/data/henrique/multiagent_refactoring/data/repositories/commons-lang/src/main/java/org/apache/commons/lang3/SystemProperties.java
commons-lang,org.apache.commons.lang3,SystemProperties,getJavaxAccessibilityAssistiveTechnologies,Long Identifier,The length of the field JAVAX_ACCESSIBILITY_ASSISTIVE_TECHNOLOGIES is 42.,2816,/data/henrique/multiagent_refactoring/data/repositories/commons-lang/src/main/java/org/apache/commons/lang3/SystemProperties.java
commons-lang,org.apache.commons.lang3,SystemProperties,getJavaxNetSslSessionCacheSize,Long Identifier,The length of the field JAVAX_NET_SSL_SESSION_CACHE_SIZE is 32.,2842,/data/henrique/multiagent_refactoring/data/repositories/commons-lang/src/main/java/org/apache/commons/lang3/SystemProperties.java
commons-lang,org.apache.commons.lang3,SystemProperties,getJavaxRmiSslClientEnabledCipherSuites,Long Identifier,The length of the field JAVAX_RMI_SSL_CLIENT_ENABLED_CIPHER_SUITES is 42.,2855,/data/henrique/multiagent_refactoring/data/repositories/commons-lang/src/main/java/org/apache/commons/lang3/SystemProperties.java
commons-lang,org.apache.commons.lang3,SystemProperties,getJavaxRmiSslClientEnabledProtocols,Long Identifier,The length of the field JAVAX_RMI_SSL_CLIENT_ENABLED_PROTOCOLS is 38.,2868,/data/henrique/multiagent_refactoring/data/repositories/commons-lang/src/main/java/org/apache/commons/lang3/SystemProperties.java
commons-lang,org.apache.commons.lang3,SystemProperties,getJavaxSecurityAuthUseSubjectCredsOnly,Long Identifier,The length of the field JAVAX_SECURITY_AUTH_USE_SUBJECT_CREDS_ONLY is 42.,2881,/data/henrique/multiagent_refactoring/data/repositories/commons-lang/src/main/java/org/apache/commons/lang3/SystemProperties.java
commons-lang,org.apache.commons.lang3,SystemProperties,getJavaxSmartCardIoTerminalFactoryDefaultType,Long Identifier,The length of the field JAVAX_SMART_CARD_IO_TERMINAL_FACTORY_DEFAULT_TYPE is 49.,2894,/data/henrique/multiagent_refactoring/data/repositories/commons-lang/src/main/java/org/apache/commons/lang3/SystemProperties.java
commons-lang,org.apache.commons.lang3,SystemProperties,getJdkHttpAuthProxyingDisabledSchemes,Long Identifier,The length of the field JDK_HTTP_AUTH_PROXYING_DISABLED_SCHEMES is 39.,2920,/data/henrique/multiagent_refactoring/data/repositories/commons-lang/src/main/java/org/apache/commons/lang3/SystemProperties.java
commons-lang,org.apache.commons.lang3,SystemProperties,getJdkHttpAuthTunnelingDisabledSchemes,Long Identifier,The length of the field JDK_HTTP_AUTH_TUNNELING_DISABLED_SCHEMES is 40.,2933,/data/henrique/multiagent_refactoring/data/repositories/commons-lang/src/main/java/org/apache/commons/lang3/SystemProperties.java
commons-lang,org.apache.commons.lang3,SystemProperties,getJdkHttpClientAllowRestrictedHeaders,Long Identifier,The length of the field JDK_HTTP_CLIENT_ALLOW_RESTRICTED_HEADERS is 40.,2946,/data/henrique/multiagent_refactoring/data/repositories/commons-lang/src/main/java/org/apache/commons/lang3/SystemProperties.java
commons-lang,org.apache.commons.lang3,SystemProperties,getJdkHttpClientAuthRetryLimit,Long Identifier,The length of the field JDK_HTTP_CLIENT_AUTH_RETRY_LIMIT is 32.,2959,/data/henrique/multiagent_refactoring/data/repositories/commons-lang/src/main/java/org/apache/commons/lang3/SystemProperties.java
commons-lang,org.apache.commons.lang3,SystemProperties,getJdkHttpClientConnectionPoolSize,Long Identifier,The length of the field JDK_HTTP_CLIENT_CONNECTION_POOL_SIZE is 36.,2985,/data/henrique/multiagent_refactoring/data/repositories/commons-lang/src/main/java/org/apache/commons/lang3/SystemProperties.java
commons-lang,org.apache.commons.lang3,SystemProperties,getJdkHttpClientConnectionWindowSize,Long Identifier,The length of the field JDK_HTTP_CLIENT_CONNECTION_WINDOW_SIZE is 38.,2998,/data/henrique/multiagent_refactoring/data/repositories/commons-lang/src/main/java/org/apache/commons/lang3/SystemProperties.java
commons-lang,org.apache.commons.lang3,SystemProperties,getJdkHttpClientDisableRetryConnect,Long Identifier,The length of the field JDK_HTTP_CLIENT_DISABLE_RETRY_CONNECT is 37.,3011,/data/henrique/multiagent_refactoring/data/repositories/commons-lang/src/main/java/org/apache/commons/lang3/SystemProperties.java
commons-lang,org.apache.commons.lang3,SystemProperties,getJdkHttpClientEnableAllMethodRetry,Long Identifier,The length of the field JDK_HTTP_CLIENT_ENABLE_ALL_METHOD_RETRY is 39.,3024,/data/henrique/multiagent_refactoring/data/repositories/commons-lang/src/main/java/org/apache/commons/lang3/SystemProperties.java
commons-lang,org.apache.commons.lang3,SystemProperties,getJdkHttpClientHpackMaxHeaderTableSize,Long Identifier,The length of the field JDK_HTTP_CLIENT_HPACK_MAX_HEADER_TABLE_SIZE is 43.,3050,/data/henrique/multiagent_refactoring/data/repositories/commons-lang/src/main/java/org/apache/commons/lang3/SystemProperties.java
commons-lang,org.apache.commons.lang3,SystemProperties,getJdkHttpClientHttpClientLog,Long Identifier,The length of the field JDK_HTTP_CLIENT_HTTP_CLIENT_LOG is 31.,3063,/data/henrique/multiagent_refactoring/data/repositories/commons-lang/src/main/java/org/apache/commons/lang3/SystemProperties.java
commons-lang,org.apache.commons.lang3,SystemProperties,getJdkHttpClientKeepAliveTimeout,Long Identifier,The length of the field JDK_HTTP_CLIENT_KEEP_ALIVE_TIMEOUT is 34.,3076,/data/henrique/multiagent_refactoring/data/repositories/commons-lang/src/main/java/org/apache/commons/lang3/SystemProperties.java
commons-lang,org.apache.commons.lang3,SystemProperties,getJdkHttpClientKeepAliveTimeoutH2,Long Identifier,The length of the field JDK_HTTP_CLIENT_KEEP_ALIVE_TIMEOUT_H2 is 37.,3089,/data/henrique/multiagent_refactoring/data/repositories/commons-lang/src/main/java/org/apache/commons/lang3/SystemProperties.java
commons-lang,org.apache.commons.lang3,SystemProperties,getJdkHttpClientMaxFrameSize,Long Identifier,The length of the field JDK_HTTP_CLIENT_MAX_FRAME_SIZE is 30.,3102,/data/henrique/multiagent_refactoring/data/repositories/commons-lang/src/main/java/org/apache/commons/lang3/SystemProperties.java
commons-lang,org.apache.commons.lang3,SystemProperties,getJdkHttpClientReceiveBufferSize,Long Identifier,The length of the field JDK_HTTP_CLIENT_RECEIVE_BUFFER_SIZE is 35.,3128,/data/henrique/multiagent_refactoring/data/repositories/commons-lang/src/main/java/org/apache/commons/lang3/SystemProperties.java
commons-lang,org.apache.commons.lang3,SystemProperties,getJdkHttpClientRedirectsRetryLimit,Long Identifier,The length of the field JDK_HTTP_CLIENT_REDIRECTS_RETRY_LIMIT is 37.,3141,/data/henrique/multiagent_refactoring/data/repositories/commons-lang/src/main/java/org/apache/commons/lang3/SystemProperties.java
